title,odometer,location,isimported,engine,transmission,fuel,paint,price,year
Lexus ES 350,69575,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,Dark ash,4005000,2009
Honda Accord,102257,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1015000,2008
Toyota Highlander,228751,Abuja,Locally used,6-cylinder(V6),automatic,petrol,Silver,1642500,2005
Lexus RX 350,9843,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gold,16015000,2016
Mercedes-Benz C 300,183054,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,4215000,2008
Lexus GS 300,2223,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Silver,2655000,2006
Toyota RAV 4,188936,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver ,1225000,2002
Toyota Corolla,65098,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,7890000,2017
Toyota Camry,257231,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Silver,765000,2003
Toyota Camry,182508,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2875000,2007
Toyota 4-Runner,249570,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Grey,675000,1999
Toyota Camry,50626,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Brown,13665000,2018
Lexus LX 570,54400,Lagos,Locally used,8-cylinder(V8),automatic,petrol,Black,11515000,2011
GAC Gonow Other,47261,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,1415000,2016
Honda Accord,111872,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1775000,2007
Mercedes-Benz G 63 AMG,34936,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,White,57015000,2015
Toyota Camry,80536,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3865000,2014
Toyota Highlander,222618,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Dark Grey,1610000,2001
Toyota Camry,327235,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Dark Grey,1225000,2003
Honda Accord,101991,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3015000,2008
Mercedes-Benz C 350,209076,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,4305000,2008
Toyota Sienna,26348,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Red,13015000,2016
Hyundai Santa Fe,138930,Lagos,Locally used,6-cylinder(I6),automatic,petrol,White ,785000,2007
Honda CR-V,69377,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Blue,1865000,2008
Toyota Avalon,131349,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Silver,715000,2000
Toyota Corolla,88243,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2415000,2006
Mercedes-Benz ML 350,101523,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,12615000,2014
Honda Accord,296267,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Wine,765000,2003
Nissan INFINITI M90.150/2,105652,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Silver,515000,2002
Toyota Tacoma,79268,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black ,10015000,2013
Toyota Matrix,182002,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2220000,2007
Toyota Corolla,238185,Abuja,Locally used,4-cylinder(I4),automatic,petrol,Black,1665000,2006
Hyundai ix35,102548,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Brown,3315000,2014
Nissan Pathfinder,195750,Ogun,Locally used,6-cylinder(I6),automatic,petrol,Gold ,715000,2003
Toyota Corolla,106619,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3690000,2011
Toyota Corolla,90397,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,3865000,2011
Nissan Altima,305528,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,692000,2006
Toyota Tacoma,121545,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,3425000,2003
Hyundai Sonata,32950,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,9015000,2016
Mercedes-Benz ML 320,102058,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Silver ,895000,1998
Hyundai Tucson,125176,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,2165000,2006
Toyota Camry,114221,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4740000,2012
Mercedes-Benz C 300,154768,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,4195000,2008
Toyota Camry,200000,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1065000,2003
Mazda CX-9,131166,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,White,3690000,2007
Toyota Corolla,13256,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3585000,2009
Toyota Corolla,36962,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Beige,9215000,2017
Honda Accord,652341,Abuja,Locally used,4-cylinder(I4),automatic,petrol,Silver,1015000,2003
Toyota Corolla,76456,Ogun,Locally used,4-cylinder(I4),automatic,petrol,Green ,1995000,2009
Mazda Tribute,230919,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Blue,675000,2002
Toyota Camry,118512,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Beige,3755000,2011
Toyota Sienna,81647,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Silver,2710000,2005
Toyota Sienna,135246,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Gold,1885000,2006
Toyota Sienna,82469,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,2850000,2005
Mercedes-Benz 200,200174,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3665000,2006
Lexus ES 300,176873,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,1515000,2002
Toyota Sequoia,195136,Abuja,Foreign Used,8-cylinder(V8),automatic,petrol,Silver,2215000,2002
Honda Accord,10000,Ogun,Locally used,4-cylinder(I4),automatic,petrol,Green ,543000,2002
Lexus ES 350,161412,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Black,2230000,2007
Lexus ES 350,85632,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Black,5715000,2012
Lexus RX 300,201579,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,1665000,2000
Lexus RX 350,56558,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,9015000,2012
Ford Escape,183695,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,White,2955000,2008
Toyota Highlander,56309,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Black,14715000,2013
Toyota Camry,18244,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Red,21015000,2019
Toyota 4-Runner,90532,Lagos,Locally used,8-cylinder(V8),automatic,petrol,Green,2615000,2003
Toyota Corolla,29907,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4415000,2016
Mercedes-Benz GLE 43 AMG,59715,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,43015000,2017
Mercedes-Benz E 350,28399,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,13665000,2016
Lexus GS 300,67968,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,3690000,2006
Honda Accord,55775,Lagos,Locally used,4-cylinder(I4),automatic,petrol,WINE,2765000,2013
Toyota Corolla,187230,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2465000,2006
Toyota Camry,128196,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,6835000,2015
Toyota Venza,85345,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,6915000,2013
Toyota Corolla,89560,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black ,5515000,2015
Nissan Pathfinder,110706,Lagos,Locally used,8-cylinder(V8),automatic,petrol,Black,3115000,2008
Toyota Sienna,424963,Lagos ,Locally used,6-cylinder(I6),automatic,petrol,Grey ,1170000,1998
Lexus ES 350,244739,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,5075000,2010
Honda Accord,70447,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3060000,2010
Kia Sorento,80574,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,2815000,2014
Mercedes-Benz ML 350,92364,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,3865000,2006
Toyota Sienna,59535,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Grey,1060000,1999
Toyota Prius,189423,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,2615000,2009
Honda Pilot,100017,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,2215000,2006
Toyota Camry,178416,Abuja,Locally used,4-cylinder(I4),automatic,petrol,Dark Grey,1965000,2007
Nissan Altima,308877,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,800000,2005
Lexus RX 350,176710,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Green,4085000,2007
Toyota Camry,58663,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,21015000,2019
Toyota Highlander,138897,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Blue,2160000,2004
Toyota Matrix,189523,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1265000,2003
Mercedes-Benz C 320,90614,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,2115000,2004
GAC Gonow Other,68308,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Gold,1415000,2016
Lexus ES 330,289909,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Black,1865000,2004
Toyota Camry,70987,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4015000,2012
Honda Civic,149,Ogun,Locally used,4-cylinder(I4),automatic,petrol,Red,2535000,2013
Toyota Sienna,77763,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Red,7715000,2013
Lexus RX 330,177400,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,3915000,2005
Mercedes-Benz 300,196238,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,Black,4215000,2009
Mercedes-Benz C 300,100030,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,3465000,2009
Toyota RAV 4,180573,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1280000,2004
Ford Transit,134571,Lagos,Foreign Used,4-cylinder(I4),automatic,diesel,White,2665000,2002
Toyota Corolla,226206,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Blue,1445000,2010
Toyota Corolla,155802,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2215000,2003
Hyundai Sonata,103811,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3585000,2011
Lexus GS 350,76759,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,3615000,2007
Lexus GS 300,28879,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,3795000,2006
Lexus ES 350,58687,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,4095000,2007
Toyota RAV 4,75308,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Red,2665000,2008
Toyota Corolla,72646,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,4215000,2013
Toyota Sienna,82589,Lagos,New ,6-cylinder(V6),automatic,petrol,Black,5185000,2011
Lexus GX 460,86592,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Maroon,11515000,2011
Toyota Venza,60254,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Brown,4365000,2013
Lexus ES 350,122000,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Dark Blue,2765000,2007
Toyota Matrix,102610,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2160000,2003
Toyota Tundra,33009,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,White,18015000,2016
Toyota Camry,28990,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,16815000,2018
Mercedes-Benz S 450,90,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black,68265000,2019
Lexus ES 300,89539,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,2765000,2003
Honda Accord,177235,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Dark Blue,665000,2004
Honda Ridgeline,87064,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,White,15240000,2017
Toyota Sienna,82540,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Red,2955000,2007
Toyota Sienna,134183,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,2655000,2005
